SAMPLE,AMP,CENTROID,DURATION
736,-48.113799,5389.87936,42.166667
737,-79.409105,4109.379099,13.072917
738,-60.299598,8919.506609,14.989583
739,-83.596904,8544.265097,12.364583
740,-63.314934,8556.33667,23.3125
741,-56.420262,8904.247718,17.510417
742,-89.852026,6878.386008,12.28125
743,-90.246505,1249.660672,12.239583
744,-88.636933,7366.32399,12.270833
745,-77.592395,3482.272747,12.052083
746,-57.401878,3843.537629,19.047619
747,-61.730848,6821.582311,23.395833
748,-89.583929,1996.579715,12.885417
749,-46.405844,3361.050714,67.71875
750,-79.813958,6410.681357,13.489583
751,-85.99878,5718.098337,21.458333
752,-65.800059,7817.515965,23.895833
753,-54.410295,4841.074834,17.583333
754,-63.556245,4571.342564,22.572917
755,-51.215815,7421.503779,26.46875
756,-50.734058,3150.554733,18.364583
757,-65.739349,9228.746049,14.447917
758,-60.308228,4481.850123,23.916667
759,-52.970181,6966.943692,16.614583
760,-32.141139,5243.618889,115.479167
761,-55.614831,7601.966886,20.28125
762,-47.103588,4852.378951,19.895833
763,-47.347551,7817.962791,20.822917
764,-68.092154,3803.741751,10.145833
765,-82.332729,6363.019812,12.416667
766,-73.786786,6657.539583,13.8125
767,-61.174822,5145.118803,10.489583
768,-51.41135,6517.784421,35.197917
769,-57.007709,2662.177583,24.1875
770,-76.039681,3352.066515,11.625
771,-67.312467,4687.80203,10.40625
772,-47.736856,5240.811726,31.135417
773,-56.495754,9380.385041,23.354167
774,-51.71775,7875.423719,17.166667
775,-52.70156,7453.02735,18.583333
776,-51.192891,4269.988726,26.541667
777,-48.83209,5581.799298,29.145833
778,-85.482702,4332.920023,21.59375
779,-66.525248,2992.165844,13.239583
780,-91.725659,3977.086975,11.65625
781,-61.001859,2202.956236,16.885417
782,-65.390654,5741.989021,14.614583
783,-67.761046,1962.864336,24.052083
784,-73.844759,11051.54041,11.8125
785,-91.581305,3959.115451,11.583333
786,-70.38539,6494.2442,23.875
787,-85.080699,6411.581508,11.979167
788,-43.521734,5428.520582,26.364583
789,-36.596962,2897.150501,68.229167
790,-58.255118,3522.940953,14.145833
791,-68.130646,5970.605097,32.131519
792,-62.181551,6195.035895,19.072917
793,-44.063973,5483.044923,30.1875
794,-41.28207,2629.54518,29.25
795,-59.218012,2735.637111,23.166667
796,-62.727032,4173.508039,17.666667
797,-58.12983,4092.902134,13.90625
798,-47.967814,3285.325638,26.729167
799,-61.266805,7896.972982,10.260417
800,-85.765371,6649.390527,12.9375
801,-53.555842,3237.004253,15.729167
802,-60.674756,1089.267238,25.71875
803,-58.108488,8573.465954,15.510417
804,-73.192417,9430.085249,12.802083
805,-56.437422,4455.246854,16.270833
806,-60.545693,5025.837547,15.34375
807,-67.516489,2044.096125,23.479167
808,-65.753513,2474.27488,23.614583
809,-63.603519,1858.10082,18.3125
810,-62.797239,1786.067365,27.177083
811,-75.32501,2785.627895,14.114583
812,-64.656568,4727.707891,24
813,-73.650041,4310.688496,12.03125
814,-64.56226,4484.738646,17.833333
815,-71.318245,4649.342327,28.979167
816,-61.534197,5572.07615,19.104167
817,-64.709728,10484.86498,15.927083
818,-52.746009,6720.175748,16.989583
819,-73.586013,3345.542842,14.25
820,-99.74821,2954.536237,11.510417
821,-102.369742,8526.401531,10.822917
822,-56.679269,7761.600673,17.145833
823,-56.216301,8305.567161,13.979167
824,-68.737509,7977.173716,14.34375
825,-96.055634,3289.066229,21.447917
826,-85.849152,3859.570834,11.625
827,-82.999437,10164.91316,11.770833
828,-90.025829,5403.947247,11.197917
829,-42.405466,5195.152035,66.575964
830,-104.677215,6135.424292,10.822917
831,-62.328506,8249.842047,22.822917
832,-49.689441,5211.258959,17.34375
833,-28.534814,3971.506432,262.03125
834,-64.854779,2440.743526,23.510417
835,-76.51303,5491.564579,22.21875
836,-63.311452,9664.706898,10.364583
837,-57.553832,2005.786247,23.5625
838,-104.131522,3830.585823,10.989583
839,-68.147828,1677.809501,18.447917
840,-65.535976,3096.455753,10.479167
841,-62.006683,1393.716191,21.041667
842,-70.642509,4838.860926,15.822917
843,-111.322185,6676.120246,10.760417
844,-52.44256,4947.137891,20.145833
845,-81.747896,3827.336425,12.135417
846,-83.852079,13514.54896,11.416667
847,-62.303519,942.635937,17.958333
848,-99.388416,6413.041381,11.302083
849,-59.040127,9354.566351,10.1875
850,-73.90632,6370.688291,13.302083
851,-80.848378,10802.77449,11.760417
852,-54.216025,10373.73537,24.84375
853,-52.547332,8481.275785,10.166667
854,-39.028106,8467.238177,53.125
855,-50.407745,8173.695714,18.34375
856,-47.982047,9891.546556,21.1875
857,-66.823568,3670.575053,22.791667
858,-83.33589,4954.797529,11.520833
859,-93.133031,5507.324067,11.145833
860,-74.150353,3715.207801,13.25
861,-63.237918,10239.72178,22.21875
862,-59.713062,8367.148085,14.614583
863,-68.607457,3558.313928,14.979167
864,-76.381625,8037.213546,22.145833
865,-100.08836,5071.192772,11.0625
866,-72.427538,7209.055185,34.78458
867,-48.587789,7147.616137,21.322917
868,-84.620166,2062.751625,12.09375
869,-68.303235,9243.722624,15.447917
870,-57.329807,5781.757898,30.041667
871,-67.386,2126.17179,17
872,-77.978432,2865.731675,22.114583
873,-90.469919,7509.215364,11.84375
874,-57.26926,1530.326781,13.59375
875,-58.433754,11793.45718,13.34375
876,-62.460199,4257.852763,26.854167
877,-61.531172,5796.690879,23
878,-61.378796,11374.27996,15.072917
879,-46.07544,3847.776458,29.333333
880,-78.278487,5749.052084,21.770833
881,-53.452056,8696.818895,25.84375
882,-49.374703,6845.164654,19.854167
883,-52.71577,9759.713332,10.302083
884,-53.705337,4010.58816,10.583333
885,-45.953057,6256.979972,27.552083
886,-107.565866,4752.497204,11.145833
887,-59.604594,8378.567536,15.520833
888,-59.300289,1464.249633,10.65625
889,-78.124441,9139.979045,12.9375
890,-120.97668,6873.804686,10.75
891,-59.881821,2458.518748,17.885417
892,-65.746744,1892.644461,20.40625
893,-65.088934,5552.372505,23.864583
894,-75.029714,6128.672062,24.46875
895,-75.960628,7019.232668,24.354167
896,-68.77585,8543.735755,24.291667
897,-73.198302,1045.018195,16.364583
898,-75.732696,895.669512,23.5625
899,-70.824639,1279.405058,17.21875
900,-100.742657,3403.800139,11.135417
901,-69.007715,3118.248639,10.5
902,-57.871834,1764.316762,28.854167
903,-63.416406,5086.30653,23.3125
904,-58.777479,7891.78958,19.677083
905,-60.932215,1199.083519,14.645833
906,-84.110034,6754.638272,12.458333
907,-87.258527,8224.496208,13.010417
908,-65.13096,974.894483,16.697917
909,-66.387536,1803.596075,17.75
910,-52.348923,7925.215865,29.989583
911,-69.511105,7754.075738,23.427083
912,-73.480725,9763.173201,12.239583
913,-85.618863,1655.199922,11.552083
914,-99.973902,4846.950531,10.979167
915,-68.543697,1644.402247,24.125
916,-83.051224,2916.26766,12.197917
917,-57.467594,3739.948758,19.833333
918,-63.686594,1817.490833,10.604167
919,-91.841759,7540.287018,11.854167
920,-50.671436,4154.878658,28.020833
921,-88.849572,2652.139433,12.125
922,-49.030387,8480.784609,30.145833
923,-74.03617,1114.081601,24.083333
924,-59.790377,10131.53366,10.291667
925,-51.880975,6873.895156,21.3125
926,-67.465527,1545.212857,12.625
927,-90.004041,10865.12046,11.229167
928,-103.996021,2526.871128,10.958333
929,-55.186391,3054.165578,20.833333
930,-62.053545,4792.507366,16.0625
931,-97.686879,3076.118423,11
932,-53.124993,4373.232613,20.46875
933,-60.068286,1341.311096,17.770833
934,-81.013415,6693.000548,12.802083
935,-70.332266,1165.121606,14.708333
936,-52.741892,8173.114634,19.010417
937,-51.229118,4325.570709,27.177083
938,-64.023945,10789.38396,14.864583
939,-57.152599,5679.26996,31.177083
940,-64.381756,9323.442211,12.989583
941,-36.464074,10512.12846,108.46875
942,-63.148939,5944.047054,33.809524
943,-36.832677,9195.9332,59.010417
944,-84.258306,1099.713138,12.041667
945,-72.912236,7785.198166,13.864583
946,-63.697674,2159.708308,15.885417
947,-95.087603,9288.344195,11.270833
948,-106.54396,5668.210362,10.916667
949,-88.416023,8194.305126,12.4375
950,-82.524652,2090.653084,16.166667
951,-77.73225,2883.10989,10.114583
952,-98.782165,6024.012265,12.854167
953,-86.244721,5117.951763,12.09375
954,-96.073345,3268.630473,13.625
955,-84.669098,1958.23208,14.760417
956,-75.478027,9566.254358,12.895833
957,-69.728881,1682.656039,16.760417
958,-100.69131,2233.539589,12.09375
959,-96.088018,1521.834667,12.708333
960,-84.623413,1678.282357,14.583333
961,-98.046139,5971.246822,12.302083
962,-88.324784,5152.589571,14.4375
963,-101.429657,1820.519528,11.135417
964,-77.816176,1867.054273,13.052083
965,-90.662748,1401.284696,11.666667
966,-79.570612,1627.480167,12.09375
967,-89.039115,6775.584261,11.427083
968,-77.914028,7185.791093,22.28125
969,-72.692263,6106.148827,17.104167
970,-68.000484,8636.239937,10.385417
971,-62.832064,9970.052204,10.21875
972,-84.910648,6760.111141,13.885417
973,-88.818865,1181.481514,13.177083
974,-85.823744,3244.289053,11.666667
975,-76.941796,9647.234242,12.333333
976,-83.729511,7197.319753,14.53125
977,-67.612649,11500.92995,13.427083
978,-67.239551,6755.01921,15.041667
979,-75.131565,12597.75577,13.822917
980,-64.540759,3035.34332,14.71875
981,-52.883415,3129.294856,28.197917
982,-76.034015,10934.6947,13.802083
983,-74.933969,8778.642749,12.34375
984,-73.841148,3002.699925,13.552083
985,-55.157085,3108.013256,27.739583
986,-70.928602,4230.491232,13.739583
987,-77.135492,6339.512074,12.854167
988,-57.18977,5692.374451,24.958333
989,-69.126193,2788.649606,13.625
990,-72.367877,2904.645998,13.0625
991,-68.143951,2634.984544,10.572917
992,-89.954678,2361.949671,12.239583
993,-75.23238,1556.952328,13.208333
994,-71.720689,2448.084973,18.78125
995,-71.202897,5233.523545,27.479167
996,-63.279334,2946.475873,28.135417
997,-80.134674,5315.625836,15.520833
998,-105.591352,6656.456291,10.791667
999,-79.944288,2899.180845,12.020833
1000,-80.272299,2580.620595,12.520833
1001,-77.78149,5091.570479,13.385417
1002,-71.292326,2676.534698,15.1875
1003,-72.975475,5811.664615,15.385417
1004,-70.721967,8880.636984,14.385417
1005,-78.362905,2420.408323,13.145833
1006,-69.851782,7262.913024,15.59375
1007,-79.392293,2901.858977,13.21875
1008,-71.38786,3054.41783,15.677083
1009,-84.469014,1510.709053,15.364583
1010,-79.531589,1984.715073,15.239583
1011,-71.635803,2354.881038,15.84375
1012,-61.822757,9288.660256,10.375
1013,-81.801931,7259.496503,12.427083
1014,-82.884369,9370.842529,12.40625
1015,-105.579401,8357.497745,10.84375
1016,-76.769546,7096.083593,12.052083
1017,-94.465457,8634.422656,11.239583
1018,-86.636824,1843.178251,12.697917
1019,-74.84367,8485.230632,14.9375
1020,-93.07605,2618.834087,12.177083
1021,-88.924454,7310.076968,12.416667
1022,-70.836153,9078.728006,13.822917
1023,-76.558312,8137.72709,21.854167
1024,-62.56373,6870.046187,24.260417
1025,-53.095542,8821.936237,18.583333
1026,-65.420717,3750.77124,14.760417
1027,-96.037106,6588.772877,21.34375
1028,-82.447347,6266.535325,12.052083
1029,-62.01639,8569.604981,25.40625
1030,-78.113699,3342.900265,12.604167
1031,-51.951627,6092.48481,20.708333
1032,-76.861218,2968.430578,13.625
1033,-74.553894,4537.783005,12.583333
1034,-71.843478,3055.407166,14.15625
1035,-84.333777,10212.8315,11.9375
1036,-60.686503,3320.528591,20.354167
1037,-64.798092,3219.652149,15.760417
1038,-87.841885,5690.598707,21.645833
1039,-71.605672,6008.223043,14.03125
1040,-58.501328,2989.259108,21.041667
1041,-79.499489,9239.186283,12.84375
1042,-80.352499,2648.365106,13.114583
1043,-87.003148,11220.10135,11.833333
1044,-95.449047,5572.148945,11.520833
1045,-63.084949,3198.671156,22.958333
1046,-75.247435,9226.028688,13.895833
1047,-78.325341,11167.14265,12.291667
1048,-72.203616,4732.488291,13.78125
1049,-65.167748,4271.085692,14.729167
1050,-49.060739,4774.871505,29.114583
1051,-64.975025,4283.14979,22.916667
1052,-71.832604,3350.518689,12.135417
1053,-51.539062,6657.697459,20.1875
1054,-46.014864,3832.957646,31.25
1055,-65.962796,5905.793242,14.375
1056,-54.304997,4857.479115,30.010417
1057,-68.81557,1298.99472,16.895833
1058,-52.158704,8933.393184,20.239583
1059,-60.992833,7634.394331,15.416667
1060,-61.038946,9281.163355,14.875
1061,-48.928584,5577.616637,20.8125
1062,-48.618763,3609.865102,30.46875
1063,-56.185698,5277.837676,27.46875
1064,-66.227448,8871.193482,10.270833
1065,-72.912614,3079.988521,23.145833
1066,-77.451615,6339.948786,22.322917
1067,-67.179453,2219.073926,17.84375
1068,-64.413291,6907.780519,19.229167
1069,-80.65422,2751.990096,13.604167
1070,-70.228217,4112.290605,14.291667
1071,-88.945597,7188.142537,11.96875
1072,-80.005951,3277.103993,13.28125
1073,-73.312773,4311.673595,12.572917
1074,-82.608699,3594.638159,12.666667
1075,-62.287093,9476.921746,10.3125
1076,-92.15915,2286.042274,12.552083
1077,-67.938658,8042.533412,14.4375
1078,-49.568792,5375.329722,20.40625
1079,-45.012727,6212.751214,31.645833
1080,-62.071441,8754.313304,22.90625
1081,-47.559194,4993.812461,20.4375
1082,-58.83393,2694.575224,10.59375
1083,-78.780645,5283.273329,21.541667
1084,-70.579993,5034.636363,22.010417
1085,-70.404923,6904.9068,12.604167
1086,-68.674836,9353.53424,12.979167
1087,-83.616575,3465.371476,21.864583
1088,-110.444202,8882.273501,10.791667
1089,-67.778775,6448.763561,22.34375
1090,-52.360411,9519.163888,19.03125
1091,-45.239313,6684.048472,31.229167
1092,-70.917188,5083.497298,13.083333
1093,-90.587015,8218.437959,11.03125
1094,-44.78824,7466.133237,31.0625
1095,-110.87354,8688.273136,10.791667
1096,-63.191743,10048.91069,24.458333
1097,-85.488215,9921.230831,11.333333
1098,-68.306932,5094.649091,13.03125
1099,-48.729222,5062.34671,20.395833
1100,-82.246925,7570.676583,11.520833
1101,-44.19695,7216.627256,31.708333
1102,-56.226611,9278.137106,10.364583
1103,-64.048481,4664.305363,24.052083
1104,-59.016203,3863.043174,10.552083
1105,-67.004814,2544.965256,23.989583
1106,-70.454644,7059.547825,22.375
1107,-56.588986,4686.748765,20.84375
1108,-73.244635,2389.68047,15.333333
1109,-65.791992,6959.328157,24.802083
1110,-55.606651,5751.844713,37.324263
1111,-79.247832,2856.592741,13.145833
1112,-68.646774,6500.679617,23.927083
1113,-74.535416,6775.038596,15.03125
1114,-71.358243,2012.590255,15.114583
1115,-84.691434,10307.19781,11.927083
1116,-84.067544,3687.208171,11.583333
1117,-62.830359,8405.389283,14.854167
1118,-61.509933,3064.025222,15.791667
1119,-47.181653,4175.460587,31.072917
1120,-79.303042,3353.483343,13.1875
1121,-58.985214,6489.748024,25.854167
1122,-71.126561,2591.694503,22.5625
1123,-77.068379,5532.323243,22.15625
1124,-66.652641,3116.654576,16.875
1125,-88.364582,11016.35028,11.322917
1126,-86.213154,3372.551918,11.458333
1127,-73.537905,3427.087215,22.416667
1128,-50.648183,8416.88724,20.291667
1129,-47.120872,6774.971642,68.71875
1130,-61.328155,4169.010574,22.635417
1131,-44.241786,6486.118292,88.864583
1132,-66.733887,2403.49564,16.333333
1133,-47.968037,5603.889551,27.447917
1134,-52.012405,4907.38955,26.708333
1135,-50.210646,5428.983083,21.239583
1136,-84.647908,3846.177683,21.604167
1137,-49.539682,3760.742311,31.364583
1138,-54.769745,2595.443483,17.864583
1139,-91.251164,7504.01956,21.614583
1140,-72.927826,3914.726426,12.520833
1141,-83.240268,6958.317978,12.8125
1142,-51.394783,2925.366005,19.458333
1143,-68.509219,7711.863481,15.552083
1144,-68.790731,8444.657283,12.78125
1145,-77.174,8352.889355,12.489583
1146,-58.421796,5358.55197,27.052083
1147,-70.90898,7556.454728,13.84375
1148,-76.539031,10662.6156,12.479167
1149,-69.069973,8563.196748,16.604167
1150,-55.632218,4536.335594,19.802083
1151,-54.047573,4228.323173,25.75
1152,-68.651906,3211.347851,13.114583
1153,-68.950769,6147.309224,13.364583
1154,-61.343761,5398.117459,23.208333
1155,-81.560173,4531.866401,12.1875
1156,-71.454058,7470.51742,13.989583
1157,-99.34385,5397.990618,11.083333
1158,-55.494487,3741.409626,19.625
1159,-69.285046,9242.741382,14.395833
1160,-61.526668,1587.696878,28.260417
1161,-59.15152,5137.001352,18.010417
1162,-74.889129,9996.517754,12.416667
1163,-80.377429,9415.473962,12.447917
1164,-73.747731,3987.174272,12.125
1165,-84.976222,8428.034906,11.947917
1166,-58.283895,5992.431973,16.65625
1167,-77.072313,11209.36634,12.895833
1168,-56.737687,3603.044568,26.5625
1169,-77.467152,9477.78705,12.46875
1170,-75.540733,4908.256177,22.25
1171,-63.888085,3727.071826,23.572917
1172,-85.808091,4942.481354,12
1173,-65.011951,9997.111149,15.520833
1174,-56.133511,6218.069087,26.947917
1175,-71.532956,4253.235607,12.53125
1176,-68.971975,3881.350689,13.78125
1177,-75.321059,9474.444869,12.46875
1178,-80.884284,4919.810673,12.541667
1179,-78.963306,5821.548599,12.59375
1180,-94.149235,4035.984229,11.083333
1181,-97.231602,3186.222959,11.072917
1182,-64.998753,9468.516606,16
1183,-60.595738,6323.762525,17.583333
1184,-66.222552,4639.249285,15.635417
1185,-63.314804,8154.607578,16.479167
1186,-72.213764,4599.636345,13.208333
1187,-78.752767,11182.15328,12.46875
1188,-76.700139,3903.837858,12.666667
1189,-67.175386,4295.782817,14.697917
1190,-66.618608,4499.208884,15.21875
1191,-65.314296,4446.01748,15.364583
1192,-67.434432,10175.16235,16.5
1193,-81.906,7084.326521,12.270833
1194,-64.765193,4069.342351,15.71875
1195,-73.196116,8413.410242,12.4375
1196,-67.933733,3750.84424,14.645833
1197,-57.644386,3666.432721,10.458333
1198,-90.5666,4362.801632,11.510417
1199,-77.193474,7614.979814,13.333333
1200,-70.763536,3601.301091,14.239583
1201,-73.190365,4631.171827,12.6875
1202,-65.792259,7940.162419,15.052083
1203,-53.105087,5677.356546,77.959184
1204,-74.018601,4161.422777,13.0625
1205,-69.428437,4529.835136,13.770833
1206,-88.53215,6344.953873,11.53125
1207,-71.818411,4716.002912,22.208333
1208,-66.296847,3655.330487,13.635417
1209,-66.872168,10858.62503,14.385417
1210,-76.00218,8470.682092,12.885417
1211,-81.508881,7969.706043,11.96875
1212,-81.960504,4592.758442,12.177083
1213,-78.540071,3804.756702,12.65625
1214,-74.925299,2035.913966,22.645833
1215,-70.519707,7945.046599,14.510417
1216,-79.028861,5617.810723,12.104167
1217,-85.062665,6296.877449,11.302083
1218,-75.545865,7670.764016,12.9375
1219,-85.552246,5986.133949,21.583333
1220,-65.459031,2902.373653,15.239583
1221,-68.355014,9787.761185,12.822917
1222,-82.163252,8636.05388,12.270833
1223,-75.845537,5105.890621,12.479167
1224,-97.039874,4309.992123,10.9375
1225,-80.237177,4106.56945,12.041667
1226,-69.079116,9311.973335,15.041667
1227,-75.215516,4713.029569,13.614583
1228,-93.437187,4226.826506,10.989583
1229,-76.301333,4079.269358,12.75
1230,-58.159745,7979.077783,19.145833
1231,-119.98373,9601.31334,10.802083
1232,-84.667527,5691.930905,11.895833
1233,-75.958543,8175.668758,12.833333
1234,-53.00079,4465.417226,21.302083
1235,-65.009493,2667.048082,16.427083
1236,-89.853784,4740.706128,21.572917
1237,-103.022624,6263.140823,11.09375
1238,-83.63079,12546.9487,11.25
1239,-100.541668,5351.47922,11.1875
1240,-119.029941,13889.48588,10.71875
1241,-85.714682,4905.506664,11.708333
1242,-55.840589,5154.729668,10.65625
1243,-101.52335,6895.180553,11.114583
1244,-54.917355,5419.882887,10.614583
1245,-76.046005,4724.707153,14.21875
1246,-67.352046,9085.198839,16.0625
1247,-57.570915,4721.917636,10.666667
1248,-73.890296,7679.506095,15.104167
1249,-94.433666,7497.903007,11.302083
1250,-104.536662,4865.886253,11.03125
1251,-74.150574,5117.57359,14.6875
1252,-85.88811,4793.566051,11.541667
1253,-122.795886,5378.711021,10.677083
1254,-77.718228,4126.782261,13.760417
1255,-79.21813,2868.849283,12.572917
1256,-98.449946,11085.05792,11.25
1257,-83.47998,2950.916332,12.020833
1258,-51.657261,3258.11227,20.322917
1259,-53.161489,7010.713346,19.135417
1260,-67.880253,6240.085736,26.34375
1261,-67.658732,3495.56699,13.489583
1262,-59.336045,10713.00764,25.3125
1263,-60.802878,8411.425383,15.010417
1264,-75.500722,1565.528842,13.083333
1265,-80.894768,6358.715149,11.958333
1266,-64.788559,2050.174356,10.635417
1267,-120.655856,12050.86375,10.697917
1268,-76.620906,2652.99923,12.6875
1269,-74.926601,1521.902073,13.197917
1270,-85.351764,7751.883745,11.96875
1271,-94.321251,2669.656381,11.447917
1272,-81.622957,4905.578334,12.854167
1273,-75.38442,10031.81854,13.333333
1274,-65.621217,6339.965901,14.864583
1275,-76.435585,4341.919977,12.677083
1276,-74.224502,3820.290875,22.479167
1277,-70.367812,3154.907792,13.0625
1278,-62.874091,3223.546757,15.354167
1279,-79.068988,10649.63127,11.854167
1280,-50.944674,3351.774868,30.302083
1281,-50.549728,8794.765461,19.104167
1282,-78.752911,8397.696506,12.260417
1283,-66.808518,5599.306372,13.604167
1284,-59.988061,6801.722775,16.083333
1285,-62.370036,6124.77968,15.041667
1286,-71.350174,3049.310186,23.072917
1287,-78.506547,4395.056101,12.052083
1288,-74.807167,8381.523174,12.3125
1289,-51.892454,6908.041089,28.510417
1290,-74.938431,8360.762051,12.354167
1291,-57.023927,2926.736622,24.604167
1292,-75.19423,9236.034857,12.333333
1293,-75.19416,4457.97565,12.583333
1294,-50.93799,2974.217405,30.385417
1295,-73.868157,7881.74825,22.802083
1296,-72.585227,8113.803376,12.989583
1297,-75.169117,8619.433257,12.822917
1298,-70.367108,3970.447815,13.645833
1299,-75.914458,2864.671633,12.739583
1300,-59.757268,5343.903342,39.614512
1301,-64.36734,7362.959925,22.677083
1302,-73.664306,3729.834348,12.677083
1303,-70.230526,7767.654894,14.020833
1304,-70.959441,3414.300779,14.177083
1305,-74.589135,2601.151259,13.5625
1306,-65.935006,2424.260162,15.8125
1307,-69.813464,6126.810313,15.020833
1308,-53.250636,8334.654188,26.479167
1309,-67.323783,2150.306442,23.4375
1310,-58.338703,2793.55481,26.75
1311,-66.244649,2337.238892,15.28125
1312,-83.471324,2610.215175,12.166667
1313,-85.935148,8754.624607,11.822917
1314,-83.530274,2546.404362,12.229167
1315,-89.210551,9340.470318,11.770833
1316,-61.219297,9767.659182,10.385417
1317,-91.518439,1859.942475,13.71875
1318,-65.447988,5196.606383,15.375
1319,-96.56145,6863.779526,21.375
1320,-60.328894,6983.475571,16.625
1321,-85.540067,3908.978804,21.541667
1322,-62.014202,3676.092156,15.875
1323,-57.642468,3555.774395,16.875
1324,-56.484016,1955.873503,31.40625
1325,-80.555811,6137.2511,21.864583
1326,-69.929809,8579.831342,22.770833
1327,-66.641186,2572.905723,15.354167
1328,-66.207928,2246.351716,15.114583
1329,-75.69653,1868.255313,12.739583
1330,-55.026317,6502.53019,17.09375
1331,-49.389021,2872.01378,20.895833
1332,-70.885463,8864.976304,12.25
1333,-51.538626,4682.750385,18.46875
1334,-55.780539,5249.053231,16.010417
1335,-49.203539,5432.592359,28.21875
1336,-56.60487,5242.149531,24.666667
1337,-69.611818,4473.651199,21.96875
1338,-60.066174,6010.079221,15.135417
1339,-77.969098,6135.767131,11.645833
1340,-73.826851,8655.205892,32.135417
1341,-77.390632,10253.21249,11.760417
1342,-61.322213,8442.104092,14.5625
1343,-52.571031,6779.42911,25.135417
1344,-70.737706,1578.011352,23.65625
1345,-45.92758,11154.707,28.083333
1346,-61.014543,6407.822335,14.833333
1347,-57.437163,8269.52865,15.927083
1348,-73.736693,6710.64419,12.572917
1349,-60.763314,5745.364399,15.197917
1350,-72.821236,7926.872478,12.020833
1351,-58.728701,6156.373713,14.78125
1352,-61.613331,7071.733741,13.708333
1353,-73.599654,5670.54938,12.104167
1354,-76.585001,9845.214773,11.958333
1355,-77.014225,8276.916395,11.96875
1356,-79.58116,7321.86613,11.520833
1357,-69.860974,5703.426912,12.552083
1358,-73.713831,8074.422441,11.96875
1359,-51.172443,7667.931958,10.291667
1360,-54.422815,1918.238813,21
1361,-84.789175,7527.574231,11.458333
1362,-80.332323,7094.672667,11.614583
1363,-81.853188,10357.03488,11.979167
1364,-77.205407,5328.178087,12.125
1365,-67.868107,12169.62944,13.5
1366,-67.978811,4095.523353,17.8125
1367,-68.309828,10498.15984,13.927083
1368,-77.419046,10946.77371,12.260417
1369,-75.237317,10701.16576,12.322917
1370,-80.186218,4685.997656,11.71875
1371,-54.847012,2057.439452,20.479167
1372,-66.94608,4770.866274,16.34375
1373,-66.998189,9488.665361,17.979167
1374,-66.979476,10838.56778,13.3125
1375,-71.464671,11844.16566,12.375
1376,-59.549399,6314.994432,15.677083
1377,-85.470306,3054.710753,12.03125
1378,-66.245061,3102.726294,19.322917
1379,-69.620656,5544.231371,13.104167
1380,-68.779842,5654.173732,12.5625
1381,-72.505896,6253.834901,12.541667
1382,-46.197804,5282.090471,61.85941
1383,-57.764128,9267.101611,15.604167
1384,-88.124802,12939.03685,11.75
1385,-75.123938,2328.292538,15.270833
1386,-69.23767,3205.570588,15.864583
1387,-64.484023,4788.906091,17.739583
1388,-64.846077,4775.90594,14.625
1389,-73.200735,7368.932788,12.427083
1390,-74.035276,4379.432611,12.572917
1391,-88.422232,11861.85156,11.302083
1392,-80.273526,4386.434516,14.5625
1393,-74.998874,7233.808329,14.03125
1394,-67.590927,11491.31349,12.989583
1395,-63.967444,5150.872908,14.84375
1396,-74.890061,2900.932302,13.125
1397,-68.755809,1340.316713,16.739583
1398,-60.869488,8052.200103,26.447917
1399,-53.645657,4890.549566,25.572917
1400,-74.378219,6018.239288,12.260417
1401,-72.789843,2663.72054,22.645833
1402,-56.510801,3781.529744,19.791667
1403,-69.326822,5456.839442,12.541667
1404,-61.088438,7869.829424,14.916667
1405,-68.062856,8105.345549,22.677083
1406,-61.183457,6540.659937,25.458333
1407,-60.998799,1566.684449,25.114583
1408,-68.203682,8026.978166,13.364583
1409,-59.171012,3852.339793,25.03125
1410,-57.697436,7174.034135,15.96875
1411,-80.806429,5740.553917,21.635417
1412,-59.742124,6433.338533,19.041667
1413,-73.4127,7657.135449,14.041667
1414,-60.85267,6290.760157,14.166667
1415,-74.134986,1940.265623,14.84375
1416,-58.046285,8790.854628,15.510417
1417,-76.976327,4909.807448,12.041667
1418,-69.080379,2467.426801,15.791667
1419,-78.980167,8623.144757,12.8125
1420,-69.860771,4121.828259,12.65625
1421,-79.804491,11358.07577,11.958333
1422,-44.568747,8080.997397,19.385417
1423,-55.299134,4169.734257,26.239583
1424,-69.905827,4434.327466,22.166667
1425,-78.754479,4661.401018,12.15625
1426,-56.745315,6951.703281,24.958333
1427,-66.219237,3468.108882,13.572917
1428,-63.926528,4709.01538,14.072917
1429,-79.0562,4426.913634,11.479167
1430,-57.787734,5257.082908,15.322917
1431,-60.691603,4998.22843,22.958333
1432,-51.538027,8515.173444,24.458333
1433,-64.861023,9416.131198,13.364583
1434,-75.642886,4578.579054,11.625
1435,-95.26079,6131.742359,10.885417
1436,-97.197573,7793.236752,10.916667
1437,-54.34175,7847.536148,10.354167
1438,-71.132142,7568.375261,12.416667
1439,-71.699924,4894.628985,12.229167
1440,-67.815657,9251.41145,12.916667
1441,-82.783225,7766.656278,11.322917
1442,-52.522117,5327.239798,18.291667
1443,-79.146407,4589.182611,11.885417
1444,-57.389718,4075.632751,15.760417
1445,-82.06838,1987.007494,11.65625
1446,-29.59495,8324.85739,291.572917
1447,-53.590906,1704.037157,20.40625
1448,-87.00486,2259.19525,11.583333
1449,-44.851655,3824.655908,30.885417
1450,-41.051846,3855.891882,31.270833
